        "633","Top/IES MIRALBUENO/Agencias de Viajes y Gestión de Eventos","50010156-HOT301-16462","AVGE - Digitalización aplicada a los sectores productivos (GS)","1"
        "634","Top/IES MIRALBUENO/Agencias de Viajes y Gestión de Eventos","50010156-HOT301-16468","AVGE - Inglés profesional","1"
        "635","Top/IES MIRALBUENO/Agencias de Viajes y Gestión de Eventos","50010156-HOT301-16478","AVGE - Itinerario personal para la empleabilidad II","1"
        "636","Top/IES MIRALBUENO/Agencias de Viajes y Gestión de Eventos","50010156-HOT301-16482","AVGE - Módulo profesional optativo","1"
        "637","Top/IES MIRALBUENO/Agencias de Viajes y Gestión de Eventos","50010156-HOT301-16484","AVGE - Proyecto intermodular de agencias de viajes y gestión de eventos","1"
        "638","Top/IES MIRALBUENO/Agencias de Viajes y Gestión de Eventos","50010156-HOT301-16488","AVGE - Sostenibilidad aplicada al sistema productivo","1"
        "639","Top/IES PABLO SERRANO/Administración de Sistemas Informáticos en Red","50010144-IFC301-16728","ASIR - Digitalización aplicada a los sectores productivos (GS)","1"
        "640","Top/IES PABLO SERRANO/Administración de Sistemas Informáticos en Red","50010144-IFC301-16737","ASIR - Inglés profesional","1"
        "641","Top/IES PABLO SERRANO/Administración de Sistemas Informáticos en Red","50010144-IFC301-16752","ASIR - Itinerario personal para la empleabilidad II","1"
        "642","Top/IES PABLO SERRANO/Administración de Sistemas Informáticos en Red","50010144-IFC301-16754","ASIR - Módulo profesional optativo","1"
        "643","Top/IES PABLO SERRANO/Administración de Sistemas Informáticos en Red","50010144-IFC301-16756","ASIR - Proyecto intermodular de administración de sistemas informáticos en red","1"
        "644","Top/IES PABLO SERRANO/Administración de Sistemas Informáticos en Red","50010144-IFC301-16762","ASIR - Sostenibilidad aplicada al sistema productivo","1"
        "645","Top/CPIFP BAJO ARAGÓN/Desarrollo de Aplicaciones Multiplataforma","44010537-IFC302-16767","DAM - Digitalización aplicada a los sectores productivos (GS)","1"
        "646","Top/CPIFP BAJO ARAGÓN/Desarrollo de Aplicaciones Multiplataforma","44010537-IFC302-16771","DAM - Inglés profesional","1"
        "647","Top/CPIFP BAJO ARAGÓN/Desarrollo de Aplicaciones Multiplataforma","44010537-IFC302-16787","DAM - Itinerario personal para la empleabilidad II","1"
        "648","Top/CPIFP BAJO ARAGÓN/Desarrollo de Aplicaciones Multiplataforma","44010537-IFC302-16789","DAM - Módulo profesional optativo","1"
        "649","Top/CPIFP BAJO ARAGÓN/Desarrollo de Aplicaciones Multiplataforma","44010537-IFC302-16796","DAM - Proyecto intermodular de desarrollo de aplicaciones multiplataforma","1"
        "650","Top/CPIFP BAJO ARAGÓN/Desarrollo de Aplicaciones Multiplataforma","44010537-IFC302-16801","DAM - Sostenibilidad aplicada al sistema productivo","1"
        "651","Top/IES RÍO GÁLLEGO/Sistemas de Telecomunicaciones e Informáticos","50009567-ELE304-15758","STI - Digitalización aplicada a los sectores productivos (GS)","1"
        "652","Top/IES RÍO GÁLLEGO/Sistemas de Telecomunicaciones e Informáticos","50009567-ELE304-15764","STI - Inglés profesional","1"
        "653","Top/IES RÍO GÁLLEGO/Sistemas de Telecomunicaciones e Informáticos","50009567-ELE304-15774","STI - Itinerario personal para la empleabilidad II","1"
        "654","Top/IES RÍO GÁLLEGO/Farmacia y Parafarmacia","50009567-SAN202-17983","FyP - Digitalización aplicada a los sectores productivos (GM)","1"
        "655","Top/IES RÍO GÁLLEGO/Farmacia y Parafarmacia","50009567-SAN202-17989","FyP - Inglés profesional","1"
        "656","Top/IES RÍO GÁLLEGO/Farmacia y Parafarmacia","50009567-SAN202-18000","FyP - Tutoría I","1"
        "657","Top/IES RÍO GÁLLEGO/Farmacia y Parafarmacia","50009567-SAN202-18007","FyP - Itinerario personal para la empleabilidad II","1"
        "658","Top/IES RÍO GÁLLEGO/Farmacia y Parafarmacia","50009567-SAN202-18009","FyP - Módulo profesional optativo","1"
        "659","Top/IES RÍO GÁLLEGO/Farmacia y Parafarmacia","50009567-SAN202-18013","FyP - Proyecto intermodular","1"
        "660","Top/IES RÍO GÁLLEGO/Farmacia y Parafarmacia","50009567-SAN202-18015","FyP - Sostenibilidad aplicada al sistema productivo","1"
        "661","Top/IES RÍO GÁLLEGO/Farmacia y Parafarmacia","50009567-SAN202-18017","FyP - Tutoría II","1"
        "662","Top/IES RÍO GÁLLEGO/Emergencias Sanitarias","50009567-SAN203-18025","ES - Digitalización aplicada a los sectores productivos (GM)","1"
        "663","Top/IES RÍO GÁLLEGO/Emergencias Sanitarias","50009567-SAN203-18032","ES - Inglés profesional","1"
        "664","Top/IES RÍO GÁLLEGO/Emergencias Sanitarias","50009567-SAN203-18038","ES - Tutoría I","1"
        "665","Top/IES RÍO GÁLLEGO/Emergencias Sanitarias","50009567-SAN203-18042","ES - Itinerario personal para la empleabilidad II","1"
        "666","Top/IES RÍO GÁLLEGO/Emergencias Sanitarias","50009567-SAN203-18046","ES - Módulo profesional optativo","1"
        "667","Top/IES RÍO GÁLLEGO/Emergencias Sanitarias","50009567-SAN203-18050","ES - Proyecto intermodular","1"
        "668","Top/IES RÍO GÁLLEGO/Emergencias Sanitarias","50009567-SAN203-18052","ES - Sostenibilidad aplicada al sistema productivo","1"
        "669","Top/IES RÍO GÁLLEGO/Emergencias Sanitarias","50009567-SAN203-18057","ES - Tutoría II","1"
        "670","Top/IES VEGA DEL TURIA/Emergencias Sanitarias","44003235-SAN203-18025","ES - Digitalización aplicada a los sectores productivos (GM)","1"
        "671","Top/IES VEGA DEL TURIA/Emergencias Sanitarias","44003235-SAN203-18032","Inglés profesional","1"
        "672","Top/IES VEGA DEL TURIA/Emergencias Sanitarias","44003235-SAN203-18038","Tutoría I","1"
        "673","Top/IES VEGA DEL TURIA/Emergencias Sanitarias","44003235-SAN203-18042","Itinerario personal para la empleabilidad II","1"
        "674","Top/IES VEGA DEL TURIA/Emergencias Sanitarias","44003235-SAN203-18046","Módulo profesional optativo","1"
        "675","Top/IES VEGA DEL TURIA/Emergencias Sanitarias","44003235-SAN203-18050","Proyecto intermodular","1"
        "676","Top/IES VEGA DEL TURIA/Emergencias Sanitarias","44003235-SAN203-18052","Sostenibilidad aplicada al sistema productivo","1"
        "677","Top/IES VEGA DEL TURIA/Emergencias Sanitarias","44003235-SAN203-18057","Tutoría II","1"
        "678","Top/IES LUIS BUÑUEL/Atención a Personas en situación de Dependencia","50008460-SSC201-18502","APSD - Digitalización aplicada a los sectores productivos (GM)","1"
        "679","Top/IES LUIS BUÑUEL/Atención a Personas en situación de Dependencia","50008460-SSC201-18504","APSD - Inglés profesional (GM)","1"
        "680","Top/IES LUIS BUÑUEL/Atención a Personas en situación de Dependencia","50008460-SSC201-18510","APSD - Tutoría I","1"
        "681","Top/IES LUIS BUÑUEL/Atención a Personas en situación de Dependencia","50008460-SSC201-18518","APSD - Itinerario personal para la empleabilidad II","1"
        "682","Top/IES LUIS BUÑUEL/Atención a Personas en situación de Dependencia","50008460-SSC201-18520","APSD - Módulo profesional optativo","1"
        "683","Top/IES LUIS BUÑUEL/Atención a Personas en situación de Dependencia","50008460-SSC201-18524","APSD - Proyecto intermodular","1"
        "684","Top/IES LUIS BUÑUEL/Atención a Personas en situación de Dependencia","50008460-SSC201-18526","APSD - Sostenibilidad aplicada al sistema productivo","1"
        "685","Top/IES LUIS BUÑUEL/Atención a Personas en situación de Dependencia","50008460-SSC201-18530","APSD - Tutoría II","1"
        "686","Top/CPIFP MONTEARAGON/Atención a Personas en situación de Dependencia","22002491-SSC201-18502","APSD - Digitalización aplicada a los sectores productivos (GM)","1"
        "687","Top/CPIFP MONTEARAGON/Atención a Personas en situación de Dependencia","22002491-SSC201-18504","APSD - Inglés profesional (GM)","1"
        "688","Top/CPIFP MONTEARAGON/Atención a Personas en situación de Dependencia","22002491-SSC201-18510","APSD - Tutoría I","1"
        "689","Top/CPIFP MONTEARAGON/Atención a Personas en situación de Dependencia","22002491-SSC201-18518","APSD - Itinerario personal para la empleabilidad II","1"
        "690","Top/CPIFP MONTEARAGON/Atención a Personas en situación de Dependencia","22002491-SSC201-18530","APSD - Tutoría II","1"
        "691","Top/CPIFP MONTEARAGON/Atención a Personas en situación de Dependencia","22002491-SSC201-18526","APSD - Sostenibilidad aplicada al sistema productivo","1"
        "692","Top/CPIFP MONTEARAGON/Atención a Personas en situación de Dependencia","22002491-SSC201-18524","APSD - Proyecto intermodular","1"
        "693","Top/CPIFP MONTEARAGON/Atención a Personas en situación de Dependencia","22002491-SSC201-18520","APSD - Módulo profesional optativo","1"
        "694","Top/IES MARTÍNEZ VARGAS/Educación Infantil (Formación Profesional)","22004611-SSC302-18593","EI - Digitalización aplicada a los sectores productivos (GS)","1"
        "695","Top/IES MARTÍNEZ VARGAS/Educación Infantil (Formación Profesional)","22004611-SSC302-18597","EI - Inglés profesional","1"
        "696","Top/IES MARTÍNEZ VARGAS/Educación Infantil (Formación Profesional)","22004611-SSC302-18613","EI - Itinerario personal para la empleabilidad II","1"
        "697","Top/IES MARTÍNEZ VARGAS/Educación Infantil (Formación Profesional)","22004611-SSC302-18615","EI - Módulo profesional optativo","1"
        "698","Top/IES MARTÍNEZ VARGAS/Educación Infantil (Formación Profesional)","22004611-SSC302-18617","EI - Proyecto intermodular de atención a la infancia","1"
        "699","Top/IES MARTÍNEZ VARGAS/Educación Infantil (Formación Profesional)","22004611-SSC302-18619","EI - Sostenibilidad aplicada al sistema productivo","1"
        "700","Top/IES AVEMPACE/Educación Infantil (Formación Profesional)","50009348-SSC302-18593","EI -Digitalización aplicada a los sectores productivos (GS)","1"
        "701","Top/IES AVEMPACE/Educación Infantil (Formación Profesional)","50009348-SSC302-18597","EI -Inglés profesional","1"
        "702","Top/IES AVEMPACE/Educación Infantil (Formación Profesional)","50009348-SSC302-18613","EI -Itinerario personal para la empleabilidad II","1"
        "703","Top/IES AVEMPACE/Educación Infantil (Formación Profesional)","50009348-SSC302-18619","EI - Sostenibilidad aplicada al sistema productivo","1"
        "704","Top/IES AVEMPACE/Educación Infantil (Formación Profesional)","50009348-SSC302-18617","EI - Proyecto intermodular de atención a la infancia","1"
        "705","Top/IES AVEMPACE/Educación Infantil (Formación Profesional)","50009348-SSC302-18615","EI -Módulo profesional optativo","1"
        "706","Top/IES MARÍA MOLINER/Integración Social","50008642-SSC303-18623","IS - Digitalización aplicada a los sectores productivos (GS)","1"
        "707","Top/IES MARÍA MOLINER/Integración Social","50008642-SSC303-18627","IS - Inglés profesional","1"
        "708","Top/IES MARÍA MOLINER/Integración Social","50008642-SSC303-18643","IS - Itinerario personal para la empleabilidad II","1"
        "709","Top/IES MARÍA MOLINER/Integración Social","50008642-SSC303-18647","IS - Módulo profesional optativo","1"
        "710","Top/IES MARÍA MOLINER/Integración Social","50008642-SSC303-18649","IS - Proyecto intermodular de integración social","1"
        "711","Top/IES MARÍA MOLINER/Integración Social","50008642-SSC303-18653","IS - Sostenibilidad aplicada al sistema productivo","1"
        "712","Top/CAMPUS DIGITAL FP/Sistemas Microinformáticos y Redes","50020125-IFC201-16693","SMR - Digitalización aplicada a los sectores productivos (GM)","1"
        "713","Top/CAMPUS DIGITAL FP/Sistemas Microinformáticos y Redes","50020125-IFC201-16706","SMR - Tutoría I","1"
        "714","Top/CAMPUS DIGITAL FP/Sistemas Microinformáticos y Redes","50020125-IFC201-16711","SMR - Itinerario personal para la empleabilidad II","1"
        "715","Top/CAMPUS DIGITAL FP/Sistemas Microinformáticos y Redes","50020125-IFC201-16713","SMR - Módulo profesional optativo","1"
        "716","Top/CAMPUS DIGITAL FP/Sistemas Microinformáticos y Redes","50020125-IFC201-16715","SMR - Proyecto intermodular","1"
        "717","Top/CAMPUS DIGITAL FP/Sistemas Microinformáticos y Redes","50020125-IFC201-16724","SMR - Sostenibilidad aplicada al sistema productivo","1"
        "718","Top/CAMPUS DIGITAL FP/Sistemas Microinformáticos y Redes","50020125-IFC201-16726","SMR - Tutoría II","1"
        "719","Top/CAMPUS DIGITAL FP/Administración de Sistemas Informáticos en Red","50020125-IFC301-16728","ASIR - Digitalización aplicada a los sectores productivos (GS)","1"
        "720","Top/CAMPUS DIGITAL FP/Administración de Sistemas Informáticos en Red","50020125-IFC301-16752","ASIR - Itinerario personal para la empleabilidad II","1"
        "721","Top/CAMPUS DIGITAL FP/Administración de Sistemas Informáticos en Red","50020125-IFC301-16762","ASIR - Sostenibilidad aplicada al sistema productivo","1"
        "722","Top/CAMPUS DIGITAL FP/Administración de Sistemas Informáticos en Red","50020125-IFC301-16756","ASIR - Proyecto intermodular de administración de sistemas informáticos en red","1"
        "723","Top/CAMPUS DIGITAL FP/Administración de Sistemas Informáticos en Red","50020125-IFC301-16754","ASIR - Módulo profesional optativo","1"
        "724","Top/CAMPUS DIGITAL FP/Desarrollo de Aplicaciones Multiplataforma","50020125-IFC302-16767","DAM - Digitalización aplicada a los sectores productivos (GS)","1"
        "725","Top/CAMPUS DIGITAL FP/Desarrollo de Aplicaciones Multiplataforma","50020125-IFC302-16801","DAM - Sostenibilidad aplicada al sistema productivo","1"
        "726","Top/CAMPUS DIGITAL FP/Desarrollo de Aplicaciones Multiplataforma","50020125-IFC302-16796","DAM - Proyecto intermodular de desarrollo de aplicaciones multiplataforma","1"
        "727","Top/CAMPUS DIGITAL FP/Desarrollo de Aplicaciones Multiplataforma","50020125-IFC302-16789","DAM - Módulo profesional optativo","1"
        "728","Top/CAMPUS DIGITAL FP/Desarrollo de Aplicaciones Multiplataforma","50020125-IFC302-16787","DAM - Itinerario personal para la empleabilidad II","1"
        "729","Top/CAMPUS DIGITAL FP/Desarrollo de Aplicaciones WEB","50020125-IFC303-16805","DAW - Digitalización aplicada a los sectores productivos (GS)","1"
        "730","Top/CAMPUS DIGITAL FP/Desarrollo de Aplicaciones WEB","50020125-IFC303-16829","DAW - Itinerario personal para la empleabilidad II","1"
        "731","Top/CAMPUS DIGITAL FP/Desarrollo de Aplicaciones WEB","50020125-IFC303-16831","DAW - Módulo profesional optativo","1"
        "732","Top/CAMPUS DIGITAL FP/Desarrollo de Aplicaciones WEB","50020125-IFC303-16833","DAW - Proyecto intermodular de desarrollo de aplicaciones web","1"
        "733","Top/CAMPUS DIGITAL FP/Desarrollo de Aplicaciones WEB","50020125-IFC303-16835","DAW - Sostenibilidad aplicada al sistema productivo","1"
        "734","Top/Miscelánea/Formación profesorado","formacion-profesorado-coordinacion","Formación metodológica para profesorado y coordinador/a. FP virtual y semipresencial","1"
        "735","Top/CPIFP LOS ENLACES/Comercio Internacional","50010314-COM301-15373","CI - Digitalización aplicada a los sectores productivos (GS)","1"
        "736","Top/Miscelánea","dig-gm-cidead","Digitalización aplicada a los sectores productivos CIDEAD GM","1"
        "737","Top/IES SIERRA DE GUARA/Gestión Administrativa","22002521-ADG201-14636","Digitalización aplicada a los sectores productivos (GM)","1"
        "738","Top/IES SANTA EMERENCIANA/Gestión Administrativa","44003211-ADG201-14638","Empresa y Administración (LFP)","1"
        "739","Top/IES SIERRA DE GUARA/Gestión Administrativa","22002521-ADG201-14638","Empresa y Administración (LFP)","1"
        "740","Top/IES TIEMPOS MODERNOS/Gestión Administrativa","50010511-ADG201-14638","Empresa y Administración (LFP)","1"
        "741","Top/IES LUIS BUÑUEL/Atención a Personas en situación de Dependencia","50008460-SSC201-18500","Destrezas sociales (LFP)","1"
        "742","Top/CPIFP MONTEARAGON/Atención a Personas en situación de Dependencia","22002491-SSC201-18500","Destrezas sociales (LFP)","1"
        "743","Top/CPIFP LOS ENLACES/Gestión de Ventas y Espacios Comerciales","50010314-COM302-15416","Investigación comercial (LFP)","1"
        "744","Top/IES RÍO GÁLLEGO/Sistemas de Telecomunicaciones e Informáticos","50009567-ELE304-15768","Sistemas de producción audiovisual (LFP)","1"
        "745","Top/IES MIRALBUENO/Agencias de Viajes y Gestión de Eventos","50010156-HOT301-16472","Protocolo y relaciones públicas (LFP)","1"
        "746","Top/CPIFP CORONA DE ARAGÓN/Laboratorio de Análisis y de Control de Calidad","50018829-QUI301-17896","Calidad y seguridad en el laboratorio Global (LFP)","1"
        "747","Top/IES AVEMPACE/Educación Infantil (Formación Profesional)","50009348-SSC302-18595","Habilidades sociales (LFP)","1"
        "748","Top/IES MARTÍNEZ VARGAS/Educación Infantil (Formación Profesional)","22004611-SSC302-18595","Habilidades sociales (LFP)","1"
        "749","Top/IES MARÍA MOLINER/Integración Social","50008642-SSC303-18633","Metodología de la intervención social (LFP)","1"
        "750","Top/IES MARÍA MOLINER/Integración Social","50008642-SSC303-18625","Habilidades sociales (LFP)","1"
        "751","Top/IES SIERRA DE GUARA/Ciberseguridad en Entornos de las Tecnologías de la Información","22002521-CESIFC01-873t","Coordinación - Tutoría","1"
        "752","Top/IES SIERRA DE GUARA/Ciberseguridad en Entornos de las Tecnologías de la Información","22002521-CESIFC01-14344","Normativa de ciberseguridad.","1"
        "753","Top/IES SIERRA DE GUARA/Ciberseguridad en Entornos de las Tecnologías de la Información","22002521-CESIFC01-14343","Hacking ético","1"
        "754","Top/IES SIERRA DE GUARA/Ciberseguridad en Entornos de las Tecnologías de la Información","22002521-CESIFC01-14342","Análisis forense informático","1"
        "755","Top/IES SIERRA DE GUARA/Ciberseguridad en Entornos de las Tecnologías de la Información","22002521-CESIFC01-14341","Puesta en producción segura","1"
        "756","Top/IES SIERRA DE GUARA/Ciberseguridad en Entornos de las Tecnologías de la Información","22002521-CESIFC01-14340","Bastionado de redes y sistemas","1"
        "757","Top/IES SIERRA DE GUARA/Ciberseguridad en Entornos de las Tecnologías de la Información","22002521-CESIFC01-14339","Incidentes de ciberseguridad","1"
